player_name,player_name,league_name,year,fee,market_value_in_eur,player_position,from_club_name,to_club_name,perf_before_goals,perf_before_assists,perf_before_minutes,perf_before_matches,perf_after_goals,perf_after_assists,perf_after_minutes,perf_after_matches,goal_change,assist_change
Keylor Navas,Keylor Navas,Ligue 1,2023,0.0,4000000.0,Goalkeeper,Nottm Forest,Paris SG,,,,,0.0,0.0,360.0,4.0,,
Francesco Caputo,Francesco Caputo,Serie A,2023,0.0,1500000.0,Attack,FC Empoli,Sampdoria,5.0,4.0,1708.0,21.0,3.0,0.0,1268.0,20.0,-2.0,-4.0
Aleksandr Kokorin,Aleksandr Kokorin,Serie A,2023,0.0,1000000.0,Attack,Aris Limassol,Fiorentina,,,,,,,,,,
Thomas Delaney,Thomas Delaney,Primera Division,2023,0.0,2000000.0,Midfield,TSG Hoffenheim,Sevilla FC,0.0,0.0,309.0,8.0,,,,,,
Alexander Schwolow,Alexander Schwolow,Bundesliga,2023,0.0,900000.0,Goalkeeper,FC Schalke 04,Hertha BSC,0.0,0.0,2035.0,23.0,0.0,0.0,90.0,1.0,0.0,0.0
Romelu Lukaku,Romelu Lukaku,Premier League,2023,0.0,40000000.0,Attack,Inter,Chelsea,,,,,,,,,,
Portu,Portu,Primera Division,2023,0.0,3500000.0,Attack,Getafe,Real Sociedad,0.0,3.0,1770.0,34.0,0.0,0.0,97.0,3.0,0.0,-3.0
Thorgan Hazard,Thorgan Hazard,Bundesliga,2023,0.0,7000000.0,Attack,PSV Eindhoven,Bor. Dortmund,0.0,0.0,464.0,14.0,0.0,0.0,7.0,1.0,0.0,0.0
Marcel Sabitzer,Marcel Sabitzer,Bundesliga,2023,0.0,20000000.0,Midfield,Man Utd,Bayern Munich,1.0,1.0,628.0,15.0,4.0,3.0,1961.0,25.0,3.0,2.0
Chris Wood,Chris Wood,Premier League,2023,0.0,8000000.0,Attack,Nottm Forest,Newcastle,2.0,0.0,446.0,18.0,14.0,1.0,1812.0,31.0,12.0,1.0
Dominique Heintz,Dominique Heintz,Bundesliga,2023,0.0,1200000.0,Defender,VfL Bochum,Union Berlin,0.0,0.0,795.0,11.0,0.0,0.0,568.0,12.0,0.0,0.0
Cédric Soares,Cédric Soares,Premier League,2023,0.0,3000000.0,Defender,Fulham,Arsenal,0.0,0.0,29.0,2.0,0.0,0.0,62.0,3.0,0.0,0.0
Koray Günter,Koray Günter,Serie A,2023,0.0,3500000.0,Defender,Sampdoria,Hellas Verona,1.0,0.0,1003.0,13.0,,,,,,
Kaan Ayhan,Kaan Ayhan,Serie A,2023,0.0,3700000.0,Defender,Galatasaray,Sassuolo,0.0,0.0,545.0,10.0,,,,,,
Andy Delort,Andy Delort,Ligue 1,2023,0.0,7000000.0,Attack,FC Nantes,OGC Nice,0.0,0.0,469.0,12.0,,,,,,
Antoine Griezmann,Antoine Griezmann,Primera Division,2023,0.0,25000000.0,Attack,Atlético Madrid,Barcelona,15.0,16.0,2859.0,38.0,16.0,6.0,2644.0,33.0,1.0,-10.0
Samuel Umtiti,Samuel Umtiti,Primera Division,2023,0.0,4000000.0,Defender,Lecce,Barcelona,,,,,,,,,,
Layvin Kurzawa,Layvin Kurzawa,Ligue 1,2023,0.0,3000000.0,Defender,Fulham,Paris SG,,,,,0.0,0.0,9.0,1.0,,
Florian Lejeune,Florian Lejeune,Primera Division,2023,0.0,4000000.0,Defender,Rayo Vallecano,Alavés,4.0,0.0,2565.0,31.0,3.0,1.0,3327.0,37.0,-1.0,1.0
Jack Butland,Jack Butland,Premier League,2023,0.0,1500000.0,Goalkeeper,Man Utd,Crystal Palace,,,,,,,,,,
Conor Coady,Conor Coady,Premier League,2023,0.0,12000000.0,Defender,Everton,Wolves,1.0,1.0,2096.0,24.0,,,,,,
Simone Verdi,Simone Verdi,Serie A,2023,0.0,4000000.0,Midfield,Hellas Verona,Torino,5.0,0.0,1096.0,24.0,0.0,0.0,4.0,1.0,-5.0,0.0
Francesco Acerbi,Francesco Acerbi,Serie A,2023,0.0,4000000.0,Defender,Inter,Lazio,0.0,2.0,2425.0,31.0,3.0,1.0,2388.0,29.0,3.0,-1.0
Maximilian Philipp,Maximilian Philipp,Bundesliga,2023,0.0,2000000.0,Attack,Werder Bremen,VfL Wolfsburg,1.0,0.0,442.0,15.0,1.0,0.0,323.0,17.0,0.0,0.0
Bartosz Bereszyński,Bartosz Bereszyński,Serie A,2023,0.0,1600000.0,Defender,SSC Napoli,Sampdoria,0.0,1.0,166.0,3.0,0.0,1.0,1762.0,24.0,0.0,0.0
Raphael Framberger,Raphael Framberger,Bundesliga,2023,0.0,800000.0,Defender,SV Sandhausen,FC Augsburg,0.0,0.0,176.0,3.0,,,,,,
Gianluca Caprari,Gianluca Caprari,Serie A,2023,0.0,8000000.0,Attack,Monza,Hellas Verona,5.0,2.0,2441.0,37.0,0.0,0.0,285.0,6.0,-5.0,-2.0
Ivan Cavaleiro,Ivan Cavaleiro,Premier League,2023,0.0,2200000.0,Attack,Alanyaspor,Fulham,,,,,,,,,,
Terence Kongolo,Terence Kongolo,Premier League,2023,0.0,900000.0,Defender,Le Havre AC,Fulham,,,,,,,,,,
Bebé,Bebé,Primera Division,2023,0.0,800000.0,Attack,Real Zaragoza,Rayo Vallecano,0.0,0.0,60.0,4.0,2.0,0.0,212.0,19.0,2.0,0.0
Alfred Gomis,Alfred Gomis,Ligue 1,2023,0.0,2200000.0,Goalkeeper,Como,Stade Rennais,,,,,,,,,,
Denis Suárez,Denis Suárez,Primera Division,2023,0.0,5000000.0,Midfield,Espanyol,Celta de Vigo,0.0,0.0,945.0,18.0,0.0,0.0,133.0,4.0,0.0,0.0
Leandro Paredes,Leandro Paredes,Ligue 1,2023,0.0,12000000.0,Midfield,Juventus,Paris SG,0.0,1.0,52.0,3.0,,,,,,
Adrian Grbic,Adrian Grbic,Ligue 1,2023,0.0,1500000.0,Attack,Valenciennes FC,FC Lorient,0.0,0.0,25.0,2.0,0.0,0.0,31.0,1.0,0.0,0.0
Jean-Daniel Akpa Akpro,Jean-Daniel Akpa Akpro,Serie A,2023,0.0,1500000.0,Midfield,FC Empoli,Lazio,1.0,1.0,1356.0,24.0,0.0,0.0,705.0,19.0,-1.0,-1.0
Ludwig Augustinsson,Ludwig Augustinsson,Primera Division,2023,0.0,2500000.0,Defender,RCD Mallorca,Sevilla FC,0.0,0.0,132.0,4.0,,,,,,
Morgan Sanson,Morgan Sanson,Premier League,2023,0.0,6000000.0,Midfield,R. Strasbourg,Aston Villa,0.0,0.0,11.0,2.0,,,,,,
Rony Lopes,Rony Lopes,Primera Division,2023,0.0,4000000.0,Attack,Troyes,Sevilla FC,,,,,,,,,,
Adnan Januzaj,Adnan Januzaj,Primera Division,2023,0.0,6000000.0,Attack,Basaksehir,Sevilla FC,0.0,0.0,47.0,2.0,0.0,0.0,193.0,8.0,0.0,0.0
Arthur Masuaku,Arthur Masuaku,Premier League,2023,0.0,6000000.0,Defender,Besiktas,West Ham,,,,,,,,,,
Hernani,Hernani,Serie A,2023,0.0,2000000.0,Midfield,Reggina,Parma,,,,,,,,,,
Tonny Vilhena,Tonny Vilhena,Primera Division,2023,0.0,3800000.0,Midfield,Salernitana,Espanyol,,,,,,,,,,
Tiemoué Bakayoko,Tiemoué Bakayoko,Premier League,2023,0.0,2500000.0,Midfield,AC Milan,Chelsea,,,,,,,,,,
João Cancelo,João Cancelo,Premier League,2023,0.0,50000000.0,Defender,Bayern Munich,Man City,2.0,1.0,1274.0,17.0,,,,,,
Clément Lenglet,Clément Lenglet,Primera Division,2023,0.0,10000000.0,Defender,Tottenham,Barcelona,,,,,,,,,,
Kevin Mbabu,Kevin Mbabu,Premier League,2023,0.0,3500000.0,Defender,Servette FC,Fulham,0.0,1.0,144.0,6.0,,,,,,
Nicolai Rapp,Nicolai Rapp,Bundesliga,2023,0.0,700000.0,Midfield,1.FC K'lautern,Werder Bremen,0.0,0.0,71.0,7.0,0.0,0.0,76.0,2.0,0.0,0.0
Valentino Lazaro,Valentino Lazaro,Serie A,2023,0.0,5000000.0,Midfield,Torino,Inter,0.0,3.0,1373.0,23.0,0.0,4.0,1994.0,35.0,0.0,1.0
Luigi Canotto,Luigi Canotto,Serie A,2023,0.0,900000.0,Attack,Reggina,Frosinone,,,,,0.0,0.0,16.0,1.0,,
Arkadiusz Milik,Arkadiusz Milik,Ligue 1,2023,0.0,8000000.0,Attack,Juventus,Marseille,0.0,0.0,129.0,2.0,,,,,,
William Troost-Ekong,William Troost-Ekong,Premier League,2023,0.0,2500000.0,Defender,Salernitana,Watford,,,,,,,,,,
Simy,Simy,Serie A,2023,0.0,600000.0,Attack,Benevento,Salernitana,,,,,,,,,,
Paulo Gazzaniga,Paulo Gazzaniga,Premier League,2023,0.0,3000000.0,Goalkeeper,Girona,Fulham,,,,,,,,,,
Alexander Nübel,Alexander Nübel,Bundesliga,2023,0.0,8000000.0,Goalkeeper,Monaco,Bayern Munich,,,,,0.0,0.0,2700.0,30.0,,
Mattia Caldara,Mattia Caldara,Serie A,2023,0.0,2000000.0,Defender,Spezia Calcio,AC Milan,0.0,0.0,1253.0,20.0,0.0,0.0,33.0,1.0,0.0,0.0
Alberto Grassi,Alberto Grassi,Serie A,2023,0.0,2000000.0,Midfield,FC Empoli,Parma,0.0,0.0,1194.0,25.0,0.0,1.0,1807.0,27.0,0.0,1.0
Alberto Cerri,Alberto Cerri,Serie A,2023,0.0,2000000.0,Attack,Como,Cagliari Calcio,,,,,1.0,0.0,545.0,12.0,,
Andrea Petagna,Andrea Petagna,Serie A,2023,0.0,10000000.0,Attack,Monza,Napoli,4.0,5.0,1663.0,31.0,1.0,1.0,995.0,18.0,-3.0,-4.0
Rubén Blanco,Rubén Blanco,Primera Division,2023,0.0,4000000.0,Goalkeeper,Marseille,Celta de Vigo,,,,,,,,,,
Sandro Ramírez,Sandro Ramírez,Primera Division,2023,0.0,2000000.0,Attack,UD Las Palmas,SD Huesca,,,,,1.0,3.0,1808.0,27.0,,
Davide Biraschi,Davide Biraschi,Serie A,2023,0.0,1300000.0,Defender,Karagümrük,Genoa,,,,,1.0,0.0,90.0,1.0,,
Mattia Aramu,Mattia Aramu,Serie A,2023,0.0,2200000.0,Midfield,Genoa,Venezia,,,,,,,,,,
Viktor Kovalenko,Viktor Kovalenko,Serie A,2023,0.0,1500000.0,Midfield,Spezia Calcio,Atalanta BC,0.0,0.0,548.0,18.0,1.0,1.0,613.0,17.0,1.0,1.0
Rúnar Alex Rúnarsson,Rúnar Alex Rúnarsson,Premier League,2023,0.0,1500000.0,Goalkeeper,Alanyaspor,Arsenal,,,,,,,,,,
Ruslan Malinovskyi,Ruslan Malinovskyi,Serie A,2023,0.0,15000000.0,Midfield,Marseille,Atalanta BC,1.0,2.0,553.0,15.0,4.0,1.0,1544.0,28.0,3.0,-1.0
Dele Alli,Dele Alli,Premier League,2023,0.0,8000000.0,Midfield,Besiktas,Everton,0.0,0.0,40.0,2.0,,,,,,
George Pușcaș,George Pușcaș,Premier League,2023,0.0,2500000.0,Attack,Genoa,Reading,,,,,,,,,,
Pablo Marí,Pablo Marí,Premier League,2023,0.0,5000000.0,Defender,Monza,Arsenal,,,,,,,,,,
Stefano Sensi,Stefano Sensi,Serie A,2023,0.0,8000000.0,Midfield,Monza,Inter,3.0,1.0,1618.0,28.0,0.0,1.0,46.0,4.0,-3.0,0.0
Domen Crnigoj,Domen Crnigoj,Serie A,2023,0.0,1500000.0,Midfield,Salernitana,Venezia,0.0,0.0,296.0,7.0,,,,,,
André Gomes,André Gomes,Premier League,2023,0.0,16000000.0,Midfield,LOSC Lille,Everton,,,,,1.0,0.0,508.0,12.0,,
Stefan Posch,Stefan Posch,Bundesliga,2023,0.0,14000000.0,Defender,Bologna,TSG Hoffenheim,0.0,0.0,18.0,1.0,,,,,,
Gonçalo Guedes,Gonçalo Guedes,Premier League,2023,0.0,23000000.0,Attack,Benfica,Wolves,1.0,1.0,707.0,13.0,,,,,,
Luca Mazzitelli,Luca Mazzitelli,Serie A,2023,0.0,3000000.0,Midfield,Frosinone,Monza,,,,,5.0,0.0,2210.0,29.0,,
Wout Weghorst,Wout Weghorst,Premier League,2023,0.0,12000000.0,Attack,Man Utd,Burnley,0.0,1.0,797.0,17.0,,,,,,
Ondrej Duda,Ondrej Duda,Bundesliga,2023,0.0,3400000.0,Midfield,Hellas Verona,1.FC Köln,0.0,0.0,689.0,13.0,,,,,,
Emiliano Marcondes,Emiliano Marcondes,Premier League,2023,0.0,1500000.0,Midfield,Nordsjaelland,Bournemouth,0.0,0.0,9.0,1.0,,,,,,
Alexander Sørloth,Alexander Sørloth,Bundesliga,2023,0.0,12000000.0,Attack,Real Sociedad,RB Leipzig,0.0,0.0,6.0,1.0,,,,,,
Wladimiro Falcone,Wladimiro Falcone,Serie A,2023,0.0,5000000.0,Goalkeeper,Lecce,Sampdoria,0.0,0.0,3420.0,38.0,0.0,0.0,3420.0,38.0,0.0,0.0
Jamal Lowe,Jamal Lowe,Premier League,2023,0.0,1500000.0,Attack,QPR,Bournemouth,0.0,0.0,12.0,2.0,,,,,,
Cristiano Lombardi,Cristiano Lombardi,Serie A,2023,0.0,125000.0,Attack,Triestina,Lazio,,,,,,,,,,
Jordan Amavi,Jordan Amavi,Ligue 1,2023,0.0,2000000.0,Defender,Getafe,Marseille,,,,,1.0,0.0,91.0,2.0,,
Ethan Horvath,Ethan Horvath,Premier League,2023,0.0,1500000.0,Goalkeeper,Luton,Nottm Forest,,,,,,,,,,
Samuel Mraz,Samuel Mraz,Serie A,2023,0.0,600000.0,Attack,Anorthosis,Spezia Calcio,,,,,,,,,,
Stefano Gori,Stefano Gori,Serie A,2023,0.0,900000.0,Goalkeeper,Perugia,Juventus,,,,,,,,,,
Nemanja Radonjić,Nemanja Radonjić,Ligue 1,2023,0.0,4000000.0,Attack,Torino,Marseille,,,,,,,,,,
Ayoze Pérez,Ayoze Pérez,Premier League,2023,0.0,6000000.0,Attack,Real Betis,Leicester,0.0,1.0,382.0,8.0,,,,,,
Shon Weissman,Shon Weissman,Primera Division,2023,0.0,4000000.0,Attack,Granada CF,Real Valladolid,1.0,0.0,747.0,15.0,0.0,0.0,82.0,5.0,-1.0,0.0
Harry Winks,Harry Winks,Premier League,2023,0.0,10000000.0,Midfield,Sampdoria,Tottenham,,,,,,,,,,
Angelo Fulgini,Angelo Fulgini,Bundesliga,2023,0.0,9000000.0,Midfield,Lens,1.FSV Mainz 05,0.0,1.0,525.0,16.0,,,,,,
Nikita Contini,Nikita Contini,Serie A,2023,0.0,500000.0,Goalkeeper,Reggina,Napoli,,,,,,,,,,
Sergi Canós,Sergi Canós,Premier League,2023,0.0,9000000.0,Attack,Olympiacos,Brentford,0.0,0.0,77.0,5.0,,,,,,
Asier Villalibre,Asier Villalibre,Primera Division,2023,0.0,2500000.0,Attack,Alavés,Athletic,0.0,0.0,97.0,5.0,2.0,1.0,513.0,18.0,2.0,1.0
Aleksey Miranchuk,Aleksey Miranchuk,Serie A,2023,0.0,12000000.0,Midfield,Torino,Atalanta BC,4.0,5.0,2089.0,29.0,3.0,5.0,1176.0,27.0,-1.0,0.0
Sergi Guardiola,Sergi Guardiola,Primera Division,2023,0.0,2000000.0,Attack,Cádiz CF,Real Valladolid,3.0,0.0,1165.0,17.0,1.0,1.0,495.0,22.0,-2.0,1.0
Nikola Maras,Nikola Maras,Primera Division,2023,0.0,1200000.0,Defender,Alavés,UD Almería,,,,,,,,,,
Ui-jo Hwang,Ui-jo Hwang,Premier League,2023,0.0,4800000.0,Attack,FC Seoul,Nottm Forest,,,,,,,,,,
Hayao Kawabe,Hayao Kawabe,Premier League,2023,0.0,2800000.0,Midfield,Grasshoppers,Wolves,,,,,,,,,,
Kasim Adams,Kasim Adams,Bundesliga,2023,0.0,700000.0,Defender,FC Basel,TSG Hoffenheim,,,,,,,,,,
Gastón Pereiro,Gastón Pereiro,Serie A,2023,0.0,2000000.0,Midfield,Nacional,Cagliari Calcio,,,,,,,,,,
Manuel Locatelli,Manuel Locatelli,Serie A,2023,0.0,30000000.0,Midfield,Juventus,Sassuolo,0.0,2.0,2446.0,32.0,1.0,4.0,3008.0,36.0,1.0,2.0
Gonzalo Escalante,Gonzalo Escalante,Serie A,2023,0.0,2000000.0,Midfield,Cádiz CF,Lazio,0.0,1.0,555.0,9.0,,,,,,
Serhou Guirassy,Serhou Guirassy,Ligue 1,2023,0.0,14000000.0,Attack,VfB Stuttgart,Stade Rennais,0.0,0.0,23.0,1.0,,,,,,
Morten Behrens,Morten Behrens,Bundesliga,2023,0.0,250000.0,Goalkeeper,W. Mannheim,Darmstadt 98,,,,,,,,,,
Youssouf Koné,Youssouf Koné,Ligue 1,2023,0.0,1500000.0,Defender,AC Ajaccio,Olympique Lyon,0.0,0.0,916.0,13.0,,,,,,
Angeliño,Angeliño,Bundesliga,2023,0.0,12000000.0,Defender,TSG Hoffenheim,RB Leipzig,0.0,8.0,2617.0,33.0,,,,,,
Martín Calderón,Martín Calderón,Primera Division,2023,0.0,300000.0,Midfield,Celta Vigo B,Cádiz CF,,,,,,,,,,
Sebastiano Luperto,Sebastiano Luperto,Serie A,2023,0.0,3000000.0,Defender,FC Empoli,Napoli,2.0,0.0,3135.0,36.0,1.0,1.0,3406.0,38.0,-1.0,1.0
Marin Pongračić,Marin Pongračić,Bundesliga,2023,0.0,4000000.0,Defender,Lecce,VfL Wolfsburg,,,,,,,,,,
Giovanni Simeone,Giovanni Simeone,Serie A,2023,0.0,15000000.0,Attack,Napoli,Hellas Verona,4.0,1.0,406.0,25.0,1.0,0.0,800.0,28.0,-3.0,-1.0
Sergio Reguilón,Sergio Reguilón,Premier League,2023,0.0,10000000.0,Defender,Atlético Madrid,Tottenham,,,,,0.0,4.0,1118.0,16.0,,
Enric Franquesa,Enric Franquesa,Primera Division,2023,0.0,800000.0,Defender,CD Leganés,Levante,,,,,,,,,,
Carles Pérez,Carles Pérez,Serie A,2023,0.0,5000000.0,Attack,Celta de Vigo,AS Roma,,,,,,,,,,
Kasper Dolberg,Kasper Dolberg,Ligue 1,2023,0.0,7000000.0,Attack,TSG Hoffenheim,OGC Nice,,,,,,,,,,
Jacob Rasmussen,Jacob Rasmussen,Serie A,2023,0.0,3000000.0,Defender,Feyenoord,Fiorentina,,,,,,,,,,
Moritz Nicolas,Moritz Nicolas,Bundesliga,2023,0.0,350000.0,Goalkeeper,Roda JC,Bor. M'gladbach,,,,,0.0,0.0,2430.0,27.0,,
Óscar Rodríguez,Óscar Rodríguez,Primera Division,2023,0.0,8000000.0,Midfield,Celta de Vigo,Sevilla FC,2.0,0.0,1775.0,33.0,2.0,1.0,967.0,24.0,0.0,1.0
Eric Bailly,Eric Bailly,Premier League,2023,0.0,5000000.0,Defender,Marseille,Man Utd,,,,,,,,,,
Tim Skarke,Tim Skarke,Bundesliga,2023,0.0,1200000.0,Attack,FC Schalke 04,Union Berlin,1.0,1.0,440.0,9.0,8.0,0.0,2404.0,30.0,7.0,-1.0
Hassane Kamara,Hassane Kamara,Serie A,2023,0.0,8000000.0,Defender,Watford,Udinese,,,,,1.0,1.0,2225.0,35.0,,
Marcin Listkowski,Marcin Listkowski,Serie A,2023,0.0,300000.0,Attack,Brescia,Lecce,0.0,0.0,77.0,5.0,0.0,0.0,8.0,1.0,0.0,0.0
Giovanni Crociata,Giovanni Crociata,Serie A,2023,0.0,750000.0,Midfield,Cittadella,FC Empoli,,,,,,,,,,
Lys Mousset,Lys Mousset,Bundesliga,2023,0.0,1000000.0,Attack,Nîmes Olympique,VfL Bochum,,,,,,,,,,
Milot Rashica,Milot Rashica,Premier League,2023,0.0,8500000.0,Attack,Galatasaray,Norwich,,,,,,,,,,
Filip Benkovic,Filip Benkovic,Serie A,2023,0.0,2200000.0,Defender,E. Braunschweig,Udinese Calcio,,,,,,,,,,
Nikola Vlašić,Nikola Vlašić,Premier League,2023,0.0,17000000.0,Midfield,Torino,West Ham,,,,,,,,,,
Joe Rodon,Joe Rodon,Premier League,2023,0.0,7000000.0,Defender,Stade Rennais,Tottenham,,,,,,,,,,
Pol Lirola,Pol Lirola,Ligue 1,2023,0.0,2000000.0,Defender,Elche CF,Marseille,,,,,,,,,,
Erick Cabaco,Erick Cabaco,Primera Division,2023,0.0,1000000.0,Defender,Granada CF,Getafe,,,,,,,,,,
Jeff Chabot,Jeff Chabot,Serie A,2023,0.0,5500000.0,Defender,1.FC Köln,Sampdoria,,,,,,,,,,
Andrei Radu,Andrei Radu,Serie A,2023,0.0,3500000.0,Goalkeeper,AJ Auxerre,Inter,,,,,,,,,,
Jordan Larsson,Jordan Larsson,Bundesliga,2023,0.0,3000000.0,Attack,FC Copenhagen,FC Schalke 04,0.0,0.0,463.0,11.0,,,,,,
Georgios Kyriakopoulos,Georgios Kyriakopoulos,Serie A,2023,0.0,3800000.0,Midfield,Bologna,Sassuolo,0.0,2.0,704.0,12.0,0.0,3.0,1712.0,28.0,0.0,1.0
Landry Dimata,Landry Dimata,Primera Division,2023,0.0,2500000.0,Attack,NEC Nijmegen,Espanyol,,,,,,,,,,
Pablo Galdames,Pablo Galdames,Serie A,2023,0.0,2300000.0,Midfield,Cremonese,Genoa,,,,,,,,,,
Brahim Díaz,Brahim Díaz,Primera Division,2023,0.0,20000000.0,Attack,AC Milan,Real Madrid,,,,,8.0,6.0,1545.0,31.0,,
Pedro Pereira,Pedro Pereira,Serie A,2023,0.0,2000000.0,Defender,Alanyaspor,Monza,,,,,0.0,2.0,841.0,23.0,,
Diadié Samassékou,Diadié Samassékou,Bundesliga,2023,0.0,7000000.0,Midfield,Olympiacos,TSG Hoffenheim,0.0,0.0,34.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
Filippo Melegoni,Filippo Melegoni,Serie A,2023,0.0,1500000.0,Midfield,Standard Liège,Genoa,,,,,,,,,,
Andrea Pinamonti,Andrea Pinamonti,Serie A,2023,0.0,15000000.0,Attack,Sassuolo,Inter,5.0,0.0,2161.0,32.0,11.0,1.0,3076.0,38.0,6.0,1.0
Jakub Jankto,Jakub Jankto,Primera Division,2023,0.0,1000000.0,Midfield,Sparta Prague,Getafe,,,,,,,,,,
Panagiotis Retsos,Panagiotis Retsos,Serie A,2023,0.0,2000000.0,Defender,Olympiacos,Hellas Verona,0.0,0.0,122.0,2.0,,,,,,
Youssef Maleh,Youssef Maleh,Serie A,2023,0.0,4500000.0,Midfield,Lecce,Fiorentina,0.0,0.0,297.0,7.0,0.0,1.0,2602.0,34.0,0.0,1.0
Mahdi Camara,Mahdi Camara,Ligue 1,2023,0.0,3000000.0,Midfield,Stade Brestois,Saint-Étienne,2.0,0.0,1820.0,31.0,7.0,3.0,2020.0,32.0,5.0,3.0
Jeff Reine-Adélaïde,Jeff Reine-Adélaïde,Ligue 1,2023,0.0,5000000.0,Midfield,Troyes,Olympique Lyon,0.0,0.0,336.0,14.0,,,,,,
Krzysztof Piatek,Krzysztof Piatek,Bundesliga,2023,0.0,7000000.0,Attack,Salernitana,Hertha BSC,,,,,,,,,,
Akim Zedadka,Akim Zedadka,Ligue 1,2023,0.0,2500000.0,Defender,AJ Auxerre,LOSC Lille,0.0,0.0,1599.0,20.0,,,,,,
João Virgínia,João Virgínia,Premier League,2023,0.0,600000.0,Goalkeeper,SC Cambuur,Everton,,,,,,,,,,
Justin Kluivert,Justin Kluivert,Serie A,2023,0.0,14000000.0,Midfield,Valencia,AS Roma,,,,,,,,,,
Jordi Mboula,Jordi Mboula,Primera Division,2023,0.0,1200000.0,Attack,Racing,RCD Mallorca,,,,,,,,,,
Matteo Pessina,Matteo Pessina,Serie A,2023,0.0,15000000.0,Midfield,Monza,Atalanta BC,5.0,3.0,2932.0,35.0,6.0,3.0,3222.0,37.0,1.0,0.0
Weston McKennie,Weston McKennie,Serie A,2023,0.0,18000000.0,Midfield,Leeds,Juventus,1.0,1.0,1052.0,15.0,0.0,7.0,2594.0,34.0,-1.0,6.0
Orbelín Pineda,Orbelín Pineda,Primera Division,2023,0.0,5000000.0,Midfield,AEK Athens,Celta de Vigo,,,,,,,,,,
Denis Zakaria,Denis Zakaria,Serie A,2023,0.0,18000000.0,Midfield,Chelsea,Juventus,0.0,0.0,123.0,2.0,,,,,,
Manu Morlanes,Manu Morlanes,Primera Division,2023,0.0,4000000.0,Midfield,RCD Mallorca,Villarreal,1.0,0.0,706.0,12.0,0.0,2.0,1615.0,35.0,-1.0,2.0
Giuseppe Pezzella,Giuseppe Pezzella,Serie A,2023,0.0,2500000.0,Defender,Lecce,Parma,0.0,1.0,918.0,16.0,0.0,0.0,1085.0,19.0,0.0,-1.0
Tim Siersleben,Tim Siersleben,Bundesliga,2023,0.0,1500000.0,Defender,Heidenheim,VfL Wolfsburg,,,,,0.0,0.0,910.0,14.0,,
Zinho Vanheusden,Zinho Vanheusden,Serie A,2023,0.0,4500000.0,Defender,AZ Alkmaar,Inter,,,,,,,,,,
Cristo,Cristo,Serie A,2023,0.0,1500000.0,Attack,Sporting Gijón,Udinese Calcio,,,,,,,,,,
Jorge Sáenz,Jorge Sáenz,Primera Division,2023,0.0,1000000.0,Defender,CD Leganés,Valencia,,,,,,,,,,
Abdelhamid Sabiri,Abdelhamid Sabiri,Serie A,2023,0.0,2500000.0,Midfield,Sampdoria,Fiorentina,2.0,0.0,1069.0,18.0,,,,,,
Iván Martín,Iván Martín,Primera Division,2023,0.0,3000000.0,Midfield,Girona,Villarreal,3.0,3.0,1586.0,24.0,5.0,4.0,2729.0,36.0,2.0,1.0
Oliver Burke,Oliver Burke,Bundesliga,2023,0.0,2500000.0,Attack,Millwall,Werder Bremen,2.0,0.0,268.0,15.0,0.0,0.0,32.0,1.0,-2.0,0.0
Nicolas Pépé,Nicolas Pépé,Premier League,2023,0.0,18000000.0,Attack,OGC Nice,Arsenal,,,,,,,,,,
Joni Montiel,Joni Montiel,Primera Division,2023,0.0,2000000.0,Midfield,Levante,Rayo Vallecano,,,,,,,,,,
Malang Sarr,Malang Sarr,Premier League,2023,0.0,6000000.0,Defender,Monaco,Chelsea,,,,,,,,,,
Mateusz Lis,Mateusz Lis,Premier League,2023,0.0,900000.0,Goalkeeper,Troyes,Southampton,0.0,0.0,280.0,14.0,,,,,,
Sebastian Walukiewicz,Sebastian Walukiewicz,Serie A,2023,0.0,3000000.0,Defender,FC Empoli,Cagliari,0.0,0.0,603.0,11.0,0.0,0.0,2055.0,27.0,0.0,0.0
Andi Zeqiri,Andi Zeqiri,Premier League,2023,0.0,3500000.0,Attack,FC Basel,Brighton,,,,,,,,,,
Marlos Moreno,Marlos Moreno,Ligue 1,2023,0.0,950000.0,Attack,Konyaspor,Troyes,0.0,0.0,13.0,2.0,,,,,,
Radoslaw Majecki,Radoslaw Majecki,Ligue 1,2023,0.0,2000000.0,Goalkeeper,Cercle Brugge,Monaco,,,,,0.0,0.0,1080.0,12.0,,
Luca Pellegrini,Luca Pellegrini,Serie A,2023,0.0,7000000.0,Defender,Lazio,Juventus,0.0,0.0,180.0,7.0,1.0,0.0,786.0,19.0,1.0,0.0
Giovani Lo Celso,Giovani Lo Celso,Premier League,2023,0.0,14000000.0,Midfield,Villarreal,Tottenham,,,,,2.0,2.0,506.0,22.0,,
Omar Alderete,Omar Alderete,Bundesliga,2023,0.0,4000000.0,Defender,Getafe,Hertha BSC,,,,,,,,,,
Rick van Drongelen,Rick van Drongelen,Bundesliga,2023,0.0,1000000.0,Defender,Hansa Rostock,Union Berlin,,,,,,,,,,
Loren Morón,Loren Morón,Primera Division,2023,0.0,2000000.0,Attack,UD Las Palmas,Real Betis,0.0,0.0,15.0,2.0,,,,,,
Arnaut Danjuma,Arnaut Danjuma,Primera Division,2023,0.0,25000000.0,Attack,Tottenham,Villarreal,2.0,0.0,479.0,10.0,,,,,,
